type,lane,startmeasure,startposition,endmeasure,endposition
1,102,0,3,0,3
1,102,0,2,0,2
1,102,1,0,1,0
1,102,1,1,1,1
1,102,1,3,1,3
1,102,1,3,1,3
1,102,1,1,1,1
1,102,1,0,1,0
1,102,1,2,1,2
1,102,2,3,2,3
1,102,2,1,2,1
1,102,2,0,2,0
1,102,2,3,2,3
1,102,2,1,2,1
1,102,2,0,2,0
1,102,2,2,2,2
1,102,3,2,3,2
1,102,3,1,3,1
1,102,3,3,3,3
1,102,3,0,3,0
1,102,3,1,3,1
1,102,3,3,3,3
1,102,3,0,3,0
1,102,4,3,4,3
1,102,4,1,4,1
1,102,4,0,4,0
1,102,4,2,4,2
1,102,4,3,4,3
1,102,4,0,4,0
1,102,5,3,5,3
1,102,5,1,5,1
1,102,5,0,5,0
1,102,5,2,5,2
1,102,5,0,5,0
1,102,5,3,5,3
1,102,6,0,6,0
1,102,6,2,6,2
1,102,6,1,6,1
1,102,6,3,6,3
1,102,6,3,6,3
1,102,7,1,7,1
1,102,7,3,7,3
1,102,7,3,7,3
1,102,7,0,7,0
1,102,8,2,8,2
1,102,8,3,8,3
1,102,8,3,8,3
1,102,8,0,8,0
1,102,8,1,8,1
1,102,9,2,9,2
1,102,9,3,9,3
1,102,9,1,9,1
1,102,9,0,9,0
1,102,9,0,9,0
1,102,10,3,10,3
1,102,10,2,10,2
1,102,10,0,10,0
1,102,10,0,10,0
1,102,10,3,10,3
1,102,10,1,10,1
1,102,11,1,11,1
1,102,11,3,11,3
1,102,11,3,11,3
1,102,11,2,11,2
1,102,11,0,11,0
1,102,12,0,12,0
1,102,12,3,12,3
1,102,12,3,12,3
1,102,12,1,12,1
1,102,12,0,12,0
1,102,13,3,13,3
1,102,13,3,13,3
1,102,13,0,13,0
1,102,13,1,13,1
1,102,13,2,13,2
1,102,13,1,13,1
1,102,14,0,14,0
1,102,14,0,14,0
1,102,14,3,14,3
1,102,14,2,14,2
1,102,14,1,14,1
1,102,14,1,14,1
1,102,15,0,15,0
1,102,15,3,15,3
1,102,15,0,15,0
1,102,15,3,15,3
1,102,15,1,15,1
1,102,15,2,15,2
1,103,0,0,0,0
1,103,0,0,0,0
1,103,0,2,0,2
1,103,0,1,0,1
1,103,0,1,0,1
1,103,0,3,0,3
1,103,1,1,1,1
1,103,1,3,1,3
1,103,1,0,1,0
1,103,1,3,1,3
1,103,1,2,1,2
1,103,1,0,1,0
1,103,2,3,2,3
1,103,2,2,2,2
1,103,2,3,2,3
1,103,2,1,2,1
1,103,2,1,2,1
1,103,2,0,2,0
1,103,3,0,3,0
1,103,3,3,3,3
1,103,3,3,3,3
1,103,3,1,3,1
1,103,3,1,3,1
1,103,3,0,3,0
1,103,4,3,4,3
1,103,4,0,4,0
1,103,4,3,4,3
1,103,4,2,4,2
1,103,4,1,4,1
1,103,5,0,5,0
1,103,5,1,5,1
1,103,5,3,5,3
1,103,5,1,5,1
1,103,5,2,5,2
1,103,6,0,6,0
1,103,6,1,6,1
1,103,6,2,6,2
1,103,6,3,6,3
1,103,6,3,6,3
1,103,6,0,6,0
1,103,6,1,6,1
1,103,7,3,7,3
1,103,7,1,7,1
1,103,7,0,7,0
1,103,7,1,7,1
1,103,7,3,7,3
1,103,7,2,7,2
1,103,7,0,7,0
1,103,8,0,8,0
1,103,8,3,8,3
1,103,8,1,8,1
1,103,8,2,8,2
1,103,8,3,8,3
1,103,8,1,8,1
1,103,8,0,8,0
1,103,9,3,9,3
1,103,9,0,9,0
1,103,9,1,9,1
1,103,9,3,9,3
1,103,9,1,9,1
1,103,9,0,9,0
1,103,9,2,9,2
1,103,10,0,10,0
1,103,10,3,10,3
1,103,10,3,10,3
1,103,10,1,10,1
1,103,10,2,10,2
1,103,10,0,10,0
1,103,10,1,10,1
1,103,11,3,11,3
1,103,11,1,11,1
1,103,11,0,11,0
1,103,11,0,11,0
1,103,11,1,11,1
1,103,11,2,11,2
1,103,11,3,11,3
1,103,12,1,12,1
1,103,12,0,12,0
1,103,12,3,12,3
1,103,12,1,12,1
1,103,12,0,12,0
1,103,12,2,12,2
1,103,13,2,13,2
1,103,13,1,13,1
1,103,13,0,13,0
1,103,13,3,13,3
1,103,13,0,13,0
1,103,13,3,13,3
1,103,14,1,14,1
1,103,14,3,14,3
1,103,14,0,14,0
1,103,14,3,14,3
1,103,14,1,14,1
1,103,14,2,14,2
1,103,15,0,15,0
1,103,15,0,15,0
1,103,15,3,15,3
1,103,15,1,15,1
1,103,15,1,15,1
1,103,15,2,15,2
1,104,0,2,0,2
1,104,0,3,0,3
1,104,0,0,0,0
1,104,0,0,0,0
1,104,0,3,0,3
1,104,0,1,0,1
1,104,1,1,1,1
1,104,1,0,1,0
1,104,1,0,1,0
1,104,1,1,1,1
1,104,1,2,1,2
1,104,1,3,1,3
1,104,2,0,2,0
1,104,2,0,2,0
1,104,2,1,2,1
1,104,2,3,2,3
1,104,2,3,2,3
1,104,2,2,2,2
1,104,3,1,3,1
1,104,3,1,3,1
1,104,3,0,3,0
1,104,3,2,3,2
1,104,3,3,3,3
1,104,3,3,3,3
1,104,4,1,4,1
1,104,4,0,4,0
1,104,4,1,4,1
1,104,4,0,4,0
1,104,4,3,4,3
1,104,4,3,4,3
1,104,5,1,5,1
1,104,5,2,5,2
1,104,5,1,5,1
1,104,5,0,5,0
1,104,5,3,5,3
1,104,5,3,5,3
1,104,5,0,5,0
1,104,6,1,6,1
1,104,6,1,6,1
1,104,6,0,6,0
1,104,6,2,6,2
1,104,6,3,6,3
1,104,6,3,6,3
1,104,6,0,6,0
1,104,7,2,7,2
1,104,7,1,7,1
1,104,7,1,7,1
1,104,7,0,7,0
1,104,7,3,7,3
1,104,7,3,7,3
1,104,8,2,8,2
1,104,8,3,8,3
1,104,8,3,8,3
1,104,8,1,8,1
1,104,8,1,8,1
1,104,9,3,9,3
1,104,9,1,9,1
1,104,9,3,9,3
1,104,9,0,9,0
1,104,9,1,9,1
1,104,10,2,10,2
1,104,10,0,10,0
1,104,10,3,10,3
1,104,10,0,10,0
1,104,10,1,10,1
1,104,10,1,10,1
1,104,11,3,11,3
1,104,11,0,11,0
1,104,11,1,11,1
1,104,11,2,11,2
1,104,11,0,11,0
1,104,11,3,11,3
1,104,12,0,12,0
1,104,12,1,12,1
1,104,12,1,12,1
1,104,12,3,12,3
1,104,12,0,12,0
1,104,12,3,12,3
1,104,13,2,13,2
1,104,13,1,13,1
1,104,13,0,13,0
1,104,13,3,13,3
1,104,13,0,13,0
1,104,13,1,13,1
1,104,13,3,13,3
1,104,14,1,14,1
1,104,14,3,14,3
1,104,14,2,14,2
1,104,14,0,14,0
1,104,14,3,14,3
1,104,14,1,14,1
1,104,15,1,15,1
1,104,15,3,15,3
1,104,15,1,15,1
1,104,15,0,15,0
1,104,15,3,15,3
1,105,0,0,0,0
1,105,0,0,0,0
1,105,0,1,0,1
1,105,0,1,0,1
1,105,0,3,0,3
1,105,1,1,1,1
1,105,1,0,1,0
1,105,1,3,1,3
1,105,1,3,1,3
1,105,1,1,1,1
1,105,2,3,2,3
1,105,2,3,2,3
1,105,2,1,2,1
1,105,2,0,2,0
1,105,2,0,2,0
1,105,3,1,3,1
1,105,3,1,3,1
1,105,3,3,3,3
1,105,3,0,3,0
1,105,3,0,3,0
1,105,4,1,4,1
1,105,4,1,4,1
1,105,4,3,4,3
1,105,4,2,4,2
1,105,4,0,4,0
1,105,4,3,4,3
1,105,5,1,5,1
1,105,5,3,5,3
1,105,5,0,5,0
1,105,5,1,5,1
1,105,5,2,5,2
1,105,5,3,5,3
1,105,5,0,5,0
1,105,6,1,6,1
1,105,6,0,6,0
1,105,6,3,6,3
1,105,6,1,6,1
1,105,6,0,6,0
1,105,7,3,7,3
1,105,7,1,7,1
1,105,7,2,7,2
1,105,7,0,7,0
1,105,7,0,7,0
1,105,8,1,8,1
1,105,8,0,8,0
1,105,8,3,8,3
1,105,8,1,8,1
1,105,8,2,8,2
1,105,9,0,9,0
1,105,9,2,9,2
1,105,9,1,9,1
1,105,9,3,9,3
1,105,10,2,10,2
1,105,10,3,10,3
1,105,10,3,10,3
1,105,10,1,10,1
1,105,10,0,10,0
1,105,10,0,10,0
1,105,10,1,10,1
1,105,11,0,11,0
1,105,11,1,11,1
1,105,11,3,11,3
1,105,11,2,11,2
1,105,11,3,11,3
1,105,11,0,11,0
1,105,12,3,12,3
1,105,12,1,12,1
1,105,12,0,12,0
1,105,12,2,12,2
1,105,12,3,12,3
1,105,12,1,12,1
1,105,13,2,13,2
1,105,13,3,13,3
1,105,13,1,13,1
1,105,13,1,13,1
1,105,13,0,13,0
0,105,14,3,14,3
1,105,14,3,14,3
0,105,14,0,14,0
1,105,14,1,14,1
1,105,14,1,14,1
1,105,14,0,14,0
1,105,15,3,15,3
0,106,0,0,0,0
0,106,0,2,0,2
0,106,0,1,0,1
1,106,2,3,2,3
0,106,2,3,2,3
0,106,2,0,2,0
0,106,2,0,2,0
1,106,3,3,3,3
1,106,4,1,4,1
0,106,4,0,4,0
0,106,4,2,4,2
0,106,4,1,4,1
1,106,4,3,4,3
1,106,4,3,4,3
1,106,5,3,5,3
1,106,5,3,5,3
1,106,6,2,6,2
1,106,6,2,6,2
1,106,8,3,8,3
1,106,8,3,8,3
1,106,10,1,10,1
1,106,10,1,10,1
1,106,12,3,12,3
1,106,12,3,12,3
1,106,14,1,14,1
1,106,14,0,14,0
1,106,14,0,14,0
1,106,14,0,14,0
1,106,14,0,14,0
1,107,0,0,0,0
1,107,0,0,0,0
1,107,0,0,0,0
1,107,0,0,0,0
1,107,2,0,2,0
1,107,2,0,2,0
1,107,2,0,2,0
1,107,2,0,2,0
1,107,4,0,4,0
1,107,4,0,4,0
1,107,4,1,4,1
1,107,4,1,4,1
1,107,4,0,4,0
1,107,4,0,4,0
1,107,4,1,4,1
1,107,5,2,5,2
1,107,5,2,5,2
1,107,6,3,6,3
1,107,6,3,6,3
1,107,8,3,8,3
1,107,8,3,8,3
1,107,9,1,9,1
1,107,9,0,9,0
1,107,9,1,9,1
1,107,9,0,9,0
1,107,10,3,10,3
1,107,10,3,10,3
1,107,12,2,12,2
1,107,12,3,12,3
1,107,12,2,12,2
1,107,12,3,12,3
1,107,14,1,14,1
1,107,14,0,14,0
1,107,14,0,14,0
1,107,14,0,14,0
1,107,14,0,14,0
1,108,0,0,0,0
1,108,0,0,0,0
1,108,0,0,0,0
1,108,0,0,0,0
1,108,2,0,2,0
1,108,2,0,2,0
1,108,2,0,2,0
1,108,2,0,2,0
1,108,4,0,4,0
1,108,4,1,4,1
1,108,4,0,4,0
1,108,4,1,4,1
1,108,4,0,4,0
1,108,4,1,4,1
1,108,4,0,4,0
1,108,5,2,5,2
1,108,5,2,5,2
1,108,6,3,6,3
1,108,6,3,6,3
1,108,8,1,8,1
1,108,8,1,8,1
1,108,10,2,10,2
1,108,10,2,10,2
1,108,12,1,12,1
1,108,12,1,12,1
1,108,14,3,14,3
1,108,14,0,14,0
1,108,14,1,14,1
1,108,14,3,14,3
1,108,14,0,14,0
1,109,0,3,0,3
1,109,0,0,0,0
1,109,0,3,0,3
1,109,0,0,0,0
1,109,2,0,2,0
1,109,2,3,2,3
1,109,2,3,2,3
1,109,2,0,2,0
1,109,4,3,4,3
1,109,4,0,4,0
1,109,4,3,4,3
1,109,4,0,4,0
1,109,4,1,4,1
1,109,5,3,5,3
1,109,5,3,5,3
1,109,6,2,6,2
1,109,6,2,6,2
1,109,8,0,8,0
1,109,8,3,8,3
1,109,8,0,8,0
1,109,8,3,8,3
1,109,10,1,10,1
1,109,10,1,10,1
1,109,12,3,12,3
1,109,12,0,12,0
1,109,12,0,12,0
1,109,12,3,12,3
1,109,14,2,14,2
1,109,14,1,14,1
1,109,14,3,14,3
1,109,14,0,14,0
1,109,14,3,14,3
1,109,14,0,14,0
1,110,0,3,0,3
1,110,0,0,0,0
1,110,0,0,0,0
1,110,0,3,0,3
1,110,2,0,2,0
1,110,2,3,2,3
1,110,2,0,2,0
1,110,2,1,2,1
1,110,2,3,2,3
1,110,2,2,2,2
1,110,4,1,4,1
1,110,4,1,4,1
1,110,5,1,5,1
1,110,5,1,5,1
1,110,6,0,6,0
1,110,6,3,6,3
1,110,6,3,6,3
1,110,7,0,7,0
1,110,7,3,7,3
1,110,7,3,7,3
1,110,8,2,8,2
1,110,8,0,8,0
1,110,8,2,8,2
1,110,9,1,9,1
1,110,9,0,9,0
1,110,9,1,9,1
1,110,10,0,10,0
1,110,10,0,10,0
1,110,10,3,10,3
1,110,10,1,10,1
1,110,10,0,10,0
1,110,10,1,10,1
1,110,10,0,10,0
1,110,11,3,11,3
1,110,12,0,12,0
1,110,12,1,12,1
1,110,12,1,12,1
1,110,12,3,12,3
1,110,12,0,12,0
1,110,12,1,12,1
1,110,12,1,12,1
1,110,13,3,13,3
1,110,14,3,14,3
1,110,14,0,14,0
1,110,14,3,14,3
1,110,15,0,15,0
1,110,15,3,15,3
1,110,15,3,15,3
1,111,0,0,0,0
1,111,0,2,0,2
1,111,0,2,0,2
1,111,1,1,1,1
1,111,1,0,1,0
1,111,1,1,1,1
1,111,2,1,2,1
1,111,2,0,2,0
1,111,2,0,2,0
1,111,2,3,2,3
1,111,2,1,2,1
1,111,2,0,2,0
1,111,2,0,2,0
1,111,3,3,3,3
1,111,4,0,4,0
1,111,4,1,4,1
1,111,4,3,4,3
1,111,4,1,4,1
1,111,4,1,4,1
1,111,4,0,4,0
1,111,4,1,4,1
1,111,5,3,5,3
1,111,6,3,6,3
1,111,6,0,6,0
1,111,6,3,6,3
1,111,7,3,7,3
1,111,7,0,7,0
1,111,7,3,7,3
1,111,8,2,8,2
1,111,8,0,8,0
1,111,8,2,8,2
1,111,9,0,9,0
1,111,9,1,9,1
1,111,9,1,9,1
1,111,10,1,10,1
1,111,10,0,10,0
1,111,10,3,10,3
1,111,10,0,10,0
1,111,10,0,10,0
1,111,10,0,10,0
1,111,10,1,10,1
1,111,11,3,11,3
1,111,12,3,12,3
1,111,12,1,12,1
1,111,12,1,12,1
1,111,12,0,12,0
1,111,12,1,12,1
1,111,12,1,12,1
1,111,12,0,12,0
1,111,13,3,13,3
1,111,14,3,14,3
1,111,14,0,14,0
1,111,14,3,14,3
1,111,15,0,15,0
1,111,15,3,15,3
1,111,15,3,15,3
1,112,0,0,0,0
1,112,0,2,0,2
1,112,0,2,0,2
1,112,1,0,1,0
1,112,1,1,1,1
1,112,1,1,1,1
1,112,2,1,2,1
1,112,2,0,2,0
1,112,2,0,2,0
1,112,2,3,2,3
1,112,2,0,2,0
1,112,2,1,2,1
1,112,2,0,2,0
1,112,3,3,3,3
1,112,4,0,4,0
1,112,4,1,4,1
1,112,4,3,4,3
1,112,4,1,4,1
1,112,4,1,4,1
1,112,4,1,4,1
1,112,4,0,4,0
1,112,5,3,5,3
1,112,6,3,6,3
1,112,6,1,6,1
1,112,6,3,6,3
1,112,7,1,7,1
1,112,7,3,7,3
1,112,7,3,7,3
1,112,8,2,8,2
1,112,8,0,8,0
1,112,8,2,8,2
1,112,9,0,9,0
1,112,9,1,9,1
1,112,9,1,9,1
1,112,10,1,10,1
1,112,10,3,10,3
1,112,10,1,10,1
1,112,11,1,11,1
1,112,11,0,11,0
1,112,11,3,11,3
1,112,11,1,11,1
1,112,11,0,11,0
1,112,12,2,12,2
1,112,12,0,12,0
1,112,12,2,12,2
1,112,12,0,12,0
1,112,13,0,13,0
1,112,13,3,13,3
1,112,13,3,13,3
1,112,13,0,13,0
1,112,14,1,14,1
1,112,14,3,14,3
1,112,14,1,14,1
1,112,14,3,14,3
1,112,15,3,15,3
1,112,15,1,15,1
1,112,15,1,15,1
1,112,15,3,15,3
1,113,0,1,0,1
1,113,0,3,0,3
1,113,0,1,0,1
1,113,0,3,0,3
1,113,1,3,1,3
1,113,1,0,1,0
1,113,1,3,1,3
1,113,1,0,1,0
1,113,2,2,2,2
1,113,2,0,2,0
1,113,2,0,2,0
1,113,2,2,2,2
1,113,3,1,3,1
1,113,3,1,3,1
1,113,4,3,4,3
1,113,4,2,4,2
1,113,4,1,4,1
1,113,4,0,4,0
1,113,5,1,5,1
1,113,5,0,5,0
1,113,5,3,5,3
1,113,5,3,5,3
1,113,5,2,5,2
1,113,5,1,5,1
1,113,6,0,6,0
1,113,6,1,6,1
1,113,6,1,6,1
1,113,6,2,6,2
1,113,6,3,6,3
1,113,7,3,7,3
1,113,7,0,7,0
1,113,7,1,7,1
1,113,7,0,7,0
1,113,7,2,7,2
1,113,8,3,8,3
1,113,8,0,8,0
1,113,8,1,8,1
1,113,8,2,8,2
1,113,8,3,8,3
1,113,8,0,8,0
1,113,9,1,9,1
1,113,9,0,9,0
1,113,9,3,9,3
1,113,9,3,9,3
1,113,9,1,9,1
1,113,9,0,9,0
1,113,10,0,10,0
1,113,10,1,10,1
1,113,10,0,10,0
1,113,10,3,10,3
1,113,10,3,10,3
1,113,10,1,10,1
1,113,11,1,11,1
1,113,11,0,11,0
1,113,11,3,11,3
1,113,11,3,11,3
1,113,11,2,11,2
1,113,11,1,11,1
1,113,12,0,12,0
1,113,12,1,12,1
1,113,12,1,12,1
1,113,12,2,12,2
1,113,12,3,12,3
1,113,13,0,13,0
1,113,13,1,13,1
1,113,13,2,13,2
1,113,13,3,13,3
1,113,13,0,13,0
1,113,14,1,14,1
1,113,14,2,14,2
1,113,14,1,14,1
1,113,14,3,14,3
1,113,14,0,14,0
1,113,14,0,14,0
1,113,14,3,14,3
1,113,15,2,15,2
1,113,15,1,15,1
1,114,0,0,0,0
1,114,0,2,0,2
1,114,0,1,0,1
1,114,0,3,0,3
1,114,1,0,1,0
1,114,1,1,1,1
1,114,1,2,1,2
1,114,1,3,1,3
1,114,1,1,1,1
1,114,1,3,1,3
1,114,1,0,1,0
1,114,2,1,2,1
1,114,2,0,2,0
1,114,2,1,2,1
1,114,2,3,2,3
1,114,2,2,2,2
0,114,2,3,2,3
1,114,3,3,3,3
0,114,3,0,3,0
0,114,4,3,4,3
1,114,4,0,4,0
0,114,4,3,4,3
1,114,5,1,5,1
1,114,5,1,5,1
1,114,5,2,5,2
0,114,5,0,5,0
0,114,5,0,5,0
1,114,6,2,6,2
1,114,6,3,6,3
1,114,6,1,6,1
1,114,6,1,6,1
1,114,7,0,7,0
1,114,7,0,7,0
1,114,7,3,7,3
1,114,7,1,7,1
1,114,7,3,7,3
1,114,7,2,7,2
1,114,8,1,8,1
1,114,8,3,8,3
1,114,8,0,8,0
1,114,8,2,8,2
1,114,8,1,8,1
1,114,8,3,8,3
1,114,9,1,9,1
1,114,9,0,9,0
1,114,9,3,9,3
1,114,9,2,9,2
1,114,9,0,9,0
1,114,9,1,9,1
1,114,9,3,9,3
1,114,10,1,10,1
1,114,10,2,10,2
1,114,10,1,10,1
1,114,10,0,10,0
1,114,10,0,10,0
1,114,10,3,10,3
1,114,10,3,10,3
1,114,11,1,11,1
1,114,11,3,11,3
1,114,11,0,11,0
1,114,11,1,11,1
1,114,11,2,11,2
1,114,11,0,11,0
1,114,12,2,12,2
1,114,12,0,12,0
1,114,12,1,12,1
1,114,12,0,12,0
1,114,12,3,12,3
1,114,12,3,12,3
1,114,13,1,13,1
1,114,13,0,13,0
1,114,13,1,13,1
1,114,13,2,13,2
1,114,13,3,13,3
1,114,13,3,13,3
1,114,13,0,13,0
1,114,14,1,14,1
1,114,14,1,14,1
1,114,14,2,14,2
1,114,14,3,14,3
1,114,14,3,14,3
1,114,14,0,14,0
1,114,14,0,14,0
1,114,15,3,15,3
1,114,15,0,15,0
1,114,15,3,15,3
1,114,15,1,15,1
1,114,15,2,15,2
1,114,15,0,15,0
1,115,0,1,0,1
1,115,0,0,0,0
1,115,0,3,0,3
1,115,0,2,0,2
1,115,0,1,0,1
1,115,0,0,0,0
1,115,1,0,1,0
1,115,1,0,1,0
1,115,1,1,1,1
1,115,1,3,1,3
1,115,1,2,1,2
1,115,1,3,1,3
1,115,1,1,1,1
1,115,2,0,2,0
1,115,2,1,2,1
1,115,2,2,2,2
1,115,2,3,2,3
1,115,2,3,2,3
1,115,2,0,2,0
1,115,2,1,2,1
1,115,3,3,3,3
1,115,3,1,3,1
1,115,3,0,3,0
1,115,3,1,3,1
1,115,3,3,3,3
1,115,3,0,3,0
1,115,4,2,4,2
1,115,4,1,4,1
1,115,4,0,4,0
1,115,4,1,4,1
1,115,4,3,4,3
1,115,4,3,4,3
1,115,5,2,5,2
1,115,5,1,5,1
1,115,5,3,5,3
1,115,5,3,5,3
1,115,5,1,5,1
1,115,5,0,5,0
1,115,5,0,5,0
1,115,6,1,6,1
1,115,6,2,6,2
1,115,6,3,6,3
1,115,6,0,6,0
1,115,6,0,6,0
1,115,6,1,6,1
1,115,6,3,6,3
1,115,7,3,7,3
1,115,7,2,7,2
1,115,7,3,7,3
1,115,7,0,7,0
1,115,7,0,7,0
1,115,7,1,7,1
1,115,8,0,8,0
1,115,8,0,8,0
1,115,8,3,8,3
1,115,8,2,8,2
1,115,8,3,8,3
1,115,8,1,8,1
1,115,9,0,9,0
1,115,9,0,9,0
1,115,9,3,9,3
1,115,9,1,9,1
1,115,9,1,9,1
1,115,9,2,9,2
1,115,9,3,9,3
1,115,10,0,10,0
1,115,10,1,10,1
1,115,10,0,10,0
1,115,10,2,10,2
1,115,10,1,10,1
1,115,10,3,10,3
1,115,10,3,10,3
1,115,11,2,11,2
1,115,11,1,11,1
1,115,11,3,11,3
1,115,11,1,11,1
1,115,11,0,11,0
1,115,11,3,11,3
1,115,12,0,12,0
1,115,12,2,12,2
1,115,12,3,12,3
1,115,12,1,12,1
1,115,12,0,12,0
1,115,12,3,12,3
1,115,13,3,13,3
1,115,13,3,13,3
1,115,13,0,13,0
1,115,13,2,13,2
1,115,13,1,13,1
1,115,13,1,13,1
1,115,13,0,13,0
1,115,14,0,14,0
1,115,14,2,14,2
1,115,14,3,14,3
1,115,14,1,14,1
1,115,14,3,14,3
1,115,14,0,14,0
1,115,14,1,14,1
1,115,15,2,15,2
1,115,15,0,15,0
1,115,15,3,15,3
1,115,15,1,15,1
1,115,15,0,15,0
1,115,15,3,15,3
1,116,0,0,0,0
1,116,0,3,0,3
1,116,0,1,0,1
1,116,0,0,0,0
1,116,0,2,0,2
1,116,0,1,0,1
1,116,1,3,1,3
1,116,1,0,1,0
1,116,1,1,1,1
1,116,1,0,1,0
1,116,1,2,1,2
1,116,1,1,1,1
1,116,1,3,1,3
1,116,2,3,2,3
1,116,2,3,2,3
1,116,2,1,2,1
1,116,2,0,2,0
1,116,2,1,2,1
1,116,2,2,2,2
1,116,2,0,2,0
1,116,3,1,3,1
1,116,3,3,3,3
1,116,3,3,3,3
1,116,3,0,3,0
1,116,3,1,3,1
1,116,3,2,3,2
1,116,4,3,4,3
1,116,4,3,4,3
1,116,4,0,4,0
1,116,4,0,4,0
1,116,4,1,4,1
1,116,4,1,4,1
1,116,5,1,5,1
1,116,5,1,5,1
1,116,5,0,5,0
1,116,5,0,5,0
1,116,5,3,5,3
1,116,5,3,5,3
1,116,5,2,5,2
1,116,6,3,6,3
1,116,6,2,6,2
1,116,6,1,6,1
1,116,6,3,6,3
1,116,6,0,6,0
1,116,6,1,6,1
1,116,6,0,6,0
1,116,7,2,7,2
1,116,7,3,7,3
1,116,7,3,7,3
1,116,7,0,7,0
1,116,7,0,7,0
1,116,7,1,7,1
1,116,8,1,8,1
1,116,8,3,8,3
1,116,8,2,8,2
1,116,8,3,8,3
1,116,8,0,8,0
1,116,8,1,8,1
1,116,9,1,9,1
1,116,9,3,9,3
1,116,9,1,9,1
1,116,9,0,9,0
1,116,9,2,9,2
1,116,9,0,9,0
1,116,9,3,9,3
1,116,10,3,10,3
1,116,10,0,10,0
1,116,10,2,10,2
1,116,10,3,10,3
1,116,10,1,10,1
1,116,10,1,10,1
1,116,10,0,10,0
1,116,11,0,11,0
1,116,11,3,11,3
1,116,11,3,11,3
1,116,11,0,11,0
1,116,11,1,11,1
1,116,11,1,11,1
1,116,12,2,12,2
1,116,12,3,12,3
1,116,12,0,12,0
1,116,12,3,12,3
1,116,12,1,12,1
1,116,12,1,12,1
1,116,13,2,13,2
1,116,13,3,13,3
1,116,13,1,13,1
1,116,13,0,13,0
1,116,13,0,13,0
1,116,13,1,13,1
1,116,13,3,13,3
1,116,14,3,14,3
1,116,14,0,14,0
1,116,14,0,14,0
1,116,14,3,14,3
1,116,14,1,14,1
1,116,14,1,14,1
1,116,14,2,14,2
1,116,15,2,15,2
1,116,15,1,15,1
1,116,15,1,15,1
1,116,15,0,15,0
1,116,15,0,15,0
1,116,15,3,15,3
1,117,0,3,0,3
1,117,0,1,0,1
1,117,0,2,0,2
1,117,0,0,0,0
1,117,0,0,0,0
1,117,0,3,0,3
1,117,1,2,1,2
1,117,1,3,1,3
1,117,1,1,1,1
1,117,1,3,1,3
1,117,1,0,1,0
1,117,1,1,1,1
1,117,2,1,2,1
1,117,2,3,2,3
1,117,2,1,2,1
1,117,2,0,2,0
1,117,2,0,2,0
1,117,2,3,2,3
1,117,3,0,3,0
1,117,3,1,3,1
1,117,3,3,3,3
1,117,3,3,3,3
1,117,3,1,3,1
1,117,3,2,3,2
1,117,3,0,3,0
1,117,4,3,4,3
1,117,4,1,4,1
1,117,4,0,4,0
1,117,4,2,4,2
1,117,4,3,4,3
1,117,4,1,4,1
1,117,4,0,4,0
1,117,5,3,5,3
1,117,5,0,5,0
1,117,5,1,5,1
1,117,5,0,5,0
1,117,5,1,5,1
1,117,5,3,5,3
1,117,6,0,6,0
1,117,6,3,6,3
1,117,6,0,6,0
1,117,6,1,6,1
1,117,6,3,6,3
1,117,6,2,6,2
1,117,7,1,7,1
1,117,7,3,7,3
1,117,7,3,7,3
1,117,7,1,7,1
1,117,7,0,7,0
1,117,7,0,7,0
1,117,7,2,7,2
1,117,8,3,8,3
1,117,8,0,8,0
1,117,8,1,8,1
1,117,8,1,8,1
1,117,8,3,8,3
1,117,8,2,8,2
1,117,8,0,8,0
1,117,9,1,9,1
1,117,9,1,9,1
1,117,9,0,9,0
1,117,9,2,9,2
1,117,9,3,9,3
1,117,9,0,9,0
1,117,10,1,10,1
1,117,10,1,10,1
1,117,10,0,10,0
1,117,10,0,10,0
1,117,10,3,10,3
1,117,10,3,10,3
1,117,11,0,11,0
1,117,11,3,11,3
1,117,11,0,11,0
1,117,11,3,11,3
1,117,11,1,11,1
1,117,11,1,11,1
1,117,11,2,11,2
1,117,12,2,12,2
1,117,12,0,12,0
1,117,12,1,12,1
1,117,12,1,12,1
1,117,12,3,12,3
1,117,12,3,12,3
1,117,12,0,12,0
1,117,13,1,13,1
1,117,13,3,13,3
1,117,13,1,13,1
1,117,13,0,13,0
1,117,13,3,13,3
1,117,13,0,13,0
1,117,14,1,14,1
1,117,14,0,14,0
1,117,14,3,14,3
1,117,14,2,14,2
1,117,14,3,14,3
1,117,14,1,14,1
1,117,15,3,15,3
1,117,15,2,15,2
1,117,15,1,15,1
1,117,15,0,15,0
1,117,15,0,15,0
1,117,15,3,15,3
1,117,15,1,15,1
1,118,0,1,0,1
1,118,0,1,0,1
1,118,0,0,0,0
1,118,0,0,0,0
1,118,0,3,0,3
1,118,0,2,0,2
1,118,0,3,0,3
1,118,1,2,1,2
1,118,1,3,1,3
1,118,1,3,1,3
1,118,1,1,1,1
1,118,1,1,1,1
1,118,1,0,1,0
1,118,2,0,2,0
1,118,2,1,2,1
1,118,2,3,2,3
1,118,2,1,2,1
1,118,2,0,2,0
1,118,2,2,2,2
1,118,3,1,3,1
1,118,3,3,3,3
1,118,3,1,3,1
1,118,3,3,3,3
1,118,3,0,3,0
1,118,3,0,3,0
1,118,3,2,3,2
1,118,4,0,4,0
1,118,4,3,4,3
1,118,4,1,4,1
1,118,4,1,4,1
